id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;B;B_error;B_quality;B_uncertainty_flag;B-V;B-V_error;B-V_quality;B-V_uncertainty_flag;b-y;b-y_error;b-y_quality;b-y_uncertainty_flag;B1;B1_error;B1_quality;B1_uncertainty_flag;B1-B2;B1-B2_error;B1-B2_quality;B1-B2_uncertainty_flag;B2;B2_error;B2_quality;B2_uncertainty_flag;B2-G;B2-G_error;B2-G_quality;B2-G_uncertainty_flag;BP;BP_error;BP_quality;BP_uncertainty_flag;c1;c1_error;c1_quality;c1_uncertainty_flag;D;D_error;D_quality;D_uncertainty_flag;D(V1-G);D(V1-G)_error;D(V1-G)_quality;D(V1-G)_uncertainty_flag;Delta;Delta_error;Delta_quality;Delta_uncertainty_flag;Delta a;Delta a_error;Delta a_quality;Delta a_uncertainty_flag;g';g'_error;g'_quality;g'_uncertainty_flag;G;G_error;G_quality;G_uncertainty_flag;H;H_error;H_quality;H_uncertainty_flag;Hp;Hp_error;Hp_quality;Hp_uncertainty_flag;Hβ;Hβ_error;Hβ_quality;Hβ_uncertainty_flag;i';i'_error;i'_quality;i'_uncertainty_flag;J;J_error;J_quality;J_uncertainty_flag;K;K_error;K_quality;K_uncertainty_flag;m1;m1_error;m1_quality;m1_uncertainty_flag;r';r'_error;r'_quality;r'_uncertainty_flag;RP;RP_error;RP_quality;RP_uncertainty_flag;U;U_error;U_quality;U_uncertainty_flag;U-B;U-B_error;U-B_quality;U-B_uncertainty_flag;U-B1;U-B1_error;U-B1_quality;U-B1_uncertainty_flag;U-B2;U-B2_error;U-B2_quality;U-B2_uncertainty_flag;V;V_error;V_quality;V_uncertainty_flag;V-I;V-I_error;V-I_quality;V-I_uncertainty_flag;V1;V1_error;V1_quality;V1_uncertainty_flag;V1-G;V1-G_error;V1-G_quality;V1-G_uncertainty_flag;VM;VM_error;VM_quality;VM_uncertainty_flag;X;X_error;X_quality;X_uncertainty_flag;Y;Y_error;Y_quality;Y_uncertainty_flag;Z;Z_error;Z_quality;Z_uncertainty_flag
3982;*;27310;;163.7539562;0.208;-42.2511061;0.248;280.9799772;15.6043207;10 55 01.011;-42 15 04.01;;;;;-0.061;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3983;;27300;;163.8207343;0.061;-1.4246809;0.053;253.8541502;50.0434421;10 55 16.969;-01 25 28.80;9.474;0.0;;;0.06;;;;0.91;;;;-0.551;;;;1.461;;;;-0.575;;;;9.4001;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3984;;27350;;164.06073;0.023;-52.5975425;0.022;285.8075811;6.4016699;10 56 14.597;-52 35 51.07;8.151;0.0;;;-0.096;0.011;;;0.823;;;;-0.728;;;;1.551;;;;-0.722;;;;8.2436;0.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3985;;27360;;164.2187559;0.014;-32.5563791;0.017;276.5986961;24.3918132;10 56 52.545;-32 33 23.01;9.552;0.0;;;;;;;;;;;;;;;;;;;;;;;9.4089;0.548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3986;;27330;;164.2458875;0.014;37.1753973;0.016;183.0983547;63.9039192;10 56 59.041;+37 10 31.23;;;;;;;;;0.965;;;;-0.447;;;;1.412;;;;-0.357;;;;9.5249;0.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3987;;27340;;164.3216811;0.013;46.9193354;0.018;163.8521584;60.1206769;10 57 17.261;+46 55 09.60;;;;;0.166;0.006;;;0.94;;;;-0.485;;;;1.425;;;;-0.476;;;;8.763;0.435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3988;;27390;A;164.3517343;0.02;-40.9698354;0.021;280.8002144;16.9502818;10 57 24.426;-40 58 11.09;;;;;0.214;0.015;;;0.945;;;;-0.483;;;;1.428;;;;-0.459;;;;8.4218;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3989;;27370;;164.4668621;0.046;40.2520964;0.043;176.393516;63.1478231;10 57 52.038;+40 15 07.69;10.617;0.13;;;0.15;;;;0.935;;;;-0.487;;;;1.422;;;;-0.486;;;;10.677;0.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3990;;27380;;164.580967;0.018;40.6697424;0.019;175.4622691;63.079853;10 58 19.423;+40 40 10.93;10.513;0.129;;;0.04;;;;;;;;;;;;;;;;;;;;10.5896;0.141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3991;;27430;;164.6919398;0.012;-53.8526424;0.012;286.6896034;5.4278347;10 58 46.111;-53 51 09.59;10.243;0.001;;;;;;;;;;;;;;;;;;;;;;;9.7736;0.377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3992;?;27394;;164.7125258;0.019;-26.0983127;0.016;273.5562968;30.2738828;10 58 51.021;-26 05 53.99;9.998;0.067;;;0.25;;;;;;;;;;;;;;;;;;;;9.9052;0.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3993;?;27397;;164.7565121;0.017;-21.170616;0.02;270.6930681;34.5690745;10 59 01.586;-21 10 14.40;9.532;0.0;;;;;;;;;;;;;;;;;;;;;;;9.3747;0.343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3994;;27420;A;164.7675999;0.022;-34.8761125;0.021;278.206343;22.5437919;10 59 04.258;-34 52 33.97;7.779;0.0;;;-0.055;0.005;;;0.843;;;;-0.692;;;;1.535;;;;-0.679;;;;7.8343;0.321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3995;?;27450;;164.7976918;0.017;-59.3981303;0.017;289.0757929;0.4198051;10 59 11.480;-59 23 53.41;;;;;0.05;;;;0.873;;;;-0.642;;;;1.515;;;;-0.603;;;;8.2989;0.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3996;?;27460;;164.8156968;0.013;-58.1380419;0.013;288.5566887;1.5680781;10 59 15.798;-58 08 16.99;;;;;;;;;;;;;;;;;;;;;;;;;9.8211;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3997;?;27410;;164.8163402;0.013;-19.4802165;0.013;269.6887729;36.0486112;10 59 15.954;-19 28 48.86;;;;;;;;;;;;;;;;;;;;;;;;;8.9781;0.469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3998;;27480;A;164.8357112;0.018;-58.124447;0.019;288.5605989;1.5848473;10 59 20.581;-58 07 27.90;;;;;0.185;0.024;;;;;;;;;;;;;;;;;;;9.095;0.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3999;;27405;;164.8554584;6.974;-7.343883;4.85;260.702965;46.1413879;10 59 25.311;-07 20 38.01;9.856;0.049;;;;;;;;;;;;;;;;;;;;;;;9.6488;0.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000;;27400;A;164.8875034;0.024;9.9307653;0.023;240.6934432;58.5261088;10 59 33.053;+09 55 50.79;;;;;0.255;0.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4001;;27490;;164.9673034;0.04;-59.5766603;0.04;289.2285865;0.2935355;10 59 52.187;-59 34 35.94;;;;;-0.03;;;;0.861;;;;-0.651;;;;1.512;;;;-0.667;;;;8.7034;0.237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4002;?;27485;;165.0962657;0.034;-22.2105009;0.035;271.6565254;33.8301159;11 00 23.134;-22 12 37.89;10.082;0.001;;;;;;;;;;;;;;;;;;;;;;;9.5896;0.365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4003;;27510;;165.147917;0.011;-51.6438327;0.011;286.0086784;7.5485137;11 00 35.521;-51 38 38.05;10.193;0.008;;;;;;;0.966;;;;-0.447;;;;1.413;;;;-0.355;;;;9.3065;0.187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4004;;27530;;165.1494238;0.023;-65.7567969;0.025;291.8769637;-5.2926992;11 00 35.890;-65 45 24.64;;;;;;;;;0.878;;;;-0.606;;;;1.484;;;;-0.414;;;;8.6124;0.201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4005;;27500;;165.1835817;0.024;-25.7173797;0.026;273.7729335;30.8122426;11 00 44.050;-25 43 02.39;;;;;0.047;0.009;;;0.904;;;;-0.574;;;;1.478;;;;-0.575;;;;7.8679;0.145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4006;;27520;;165.1870467;0.019;-50.4296471;0.02;285.5188779;8.6619428;11 00 44.912;-50 25 46.77;;;;;0.033;0.003;;;0.876;;;;-0.618;;;;1.494;;;;-0.588;;;;9.5342;0.189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4007;?;27470;;165.2096529;0.073;39.2119562;0.098;178.1551832;64.0391922;11 00 50.424;+39 12 43.41;;;;;0.255;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4008;*;27440;;165.2730744;0.174;63.4208824;0.179;141.5481942;49.5288841;11 01 05.653;+63 25 16.03;;;;;0.169;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4009;;27526;;165.4102734;0.036;-17.3511576;0.025;268.9053572;38.1605155;11 01 38.485;-17 21 04.12;;;;;0.277;0.016;;;;;;;;;;;;;;;;;;;8.2677;0.336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4010;;27493;;165.4609742;0.513;56.3825775;0.507;149.1654727;54.8042319;11 01 50.467;+56 22 56.63;;;;;0.033;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4011;;27630;;165.4913085;0.014;-76.0525922;0.013;296.3571398;-14.598012;11 01 57.987;-76 03 09.32;;;;;;;;;;;;;;;;;;;;;;;;;8.7288;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4012;;27560;;165.5485748;0.117;-42.4978782;0.119;282.3311643;15.9619548;11 02 11.696;-42 29 52.57;;;;;0.151;0.007;;;0.953;;;;-0.475;;;;1.428;;;;-0.488;;;;7.8208;0.286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4013;;27540;;165.582352;0.18;20.1800158;0.212;222.6126377;64.1271442;11 02 19.805;+20 10 47.29;;;;;0.053;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4014;;27550;;165.7348467;0.032;35.6770262;0.028;185.8481394;65.4194068;11 02 56.372;+35 40 37.25;8.853;0.0;;;0.25;0.015;;;0.961;;;;-0.44;;;;1.401;;;;-0.381;;;;8.7833;0.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4015;;27590;;165.7563912;0.09;-43.5320235;0.096;282.9274062;15.0887327;11 03 01.595;-43 31 55.11;;;;;;;;;0.97;;;;-0.427;;;;1.397;;;;-0.308;;;;9.0755;0.677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4016;;27576;;165.7840395;0.014;-25.176844;0.013;274.0272768;31.5462784;11 03 08.184;-25 10 36.58;10.137;0.055;;;;;;;;;;;;;;;;;;;;;;;9.705;0.231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4017;;27610;;165.815287;0.025;-30.719317;0.03;276.9981064;26.648384;11 03 15.666;-30 43 09.57;9.774;0.0;;;0.38;;;;;;;;;;;;;;;;;;;;9.5341;0.124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4018;;27600;A;165.819257;0.021;-27.5179255;0.031;275.3370999;29.4947447;11 03 16.677;-27 31 04.22;7.675;0.0;;;0.237;0.013;;;;;;;;;;;;;;;;;;;7.7723;0.896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4019;;27640;;165.8760855;0.018;-54.4185486;0.018;287.5590584;5.1997126;11 03 30.293;-54 25 06.84;10.089;0.0;;;;;;;0.852;;;;-0.676;;;;1.528;;;;-0.682;;;;9.3489;0.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4020;;27570;B;165.8987879;0.009;44.3337353;0.014;167.3242084;62.3827213;11 03 35.742;+44 20 01.52;;;;;0.3;;;;;;;;;;;;;;;;;;;;9.6863;0.321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4021;;27660;;165.9532963;0.014;-58.576861;0.014;289.2813001;1.4131296;11 03 48.810;-58 34 36.76;10.04;0.022;;;0.1;;;;;;;;;;;;;;;;;;;;9.9812;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4022;;27620;A;165.9952902;0.057;3.638782;0.081;250.7053132;55.2130914;11 03 58.933;+03 38 19.34;;;;;0.347;0.015;;;;;;;;;;;;;;;;;;;7.5286;0.391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4023;;27680;;166.0731766;2.948;-58.6076194;2.52;289.3508886;1.410083;11 04 17.582;-58 36 27.46;;;;;0.3;;;;;;;;;;;;;;;;;;;;10.3179;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4024;;27690;;166.1196535;0.016;-53.1084878;0.016;287.159112;6.4561686;11 04 28.793;-53 06 30.60;;;;;0.252;0.002;;;0.971;;;;-0.435;;;;1.406;;;;-0.374;;;;8.0326;0.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4025;?;27625;;166.1297429;0.236;38.2413655;0.371;179.7491707;65.0330565;11 04 31.233;+38 14 28.87;;;;;0.165;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4026;;27730;;166.137206;0.011;-67.7364931;0.011;293.049853;-6.9392276;11 04 33.002;-67 44 11.41;10.007;0.001;;;0.485;0.015;;;;;;;;;;;;;;;;;;;9.1256;0.387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4027;;27650;A;166.1389407;0.03;12.6669634;0.028;237.6792447;61.1146658;11 04 33.346;+12 40 01.17;;;;;0.042;0.006;;;;;;;;;;;;;;;;;;;6.8981;0.116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4028;?;27740;;166.1636748;0.016;-66.8877628;0.016;292.7152756;-6.1582262;11 04 39.362;-66 53 16.09;;;;;;;;;;;;;;;;;;;;;;;;;8.2679;0.416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4029;;27710;;166.1991169;0.012;-58.6587226;0.011;289.4314424;1.3894968;11 04 47.800;-58 39 31.54;10.801;0.009;;;0.22;;;;;;;;;;;;;;;;;;;;10.685;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4030;;27800;;166.2009661;0.105;-75.1552276;0.112;296.1367105;-13.7088097;11 04 48.524;-75 09 18.57;;;;;0.118;0.002;;;0.929;;;;-0.518;;;;1.447;;;;-0.538;;;;6.9574;1.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4031;?;27707;;166.2297461;0.02;-58.7495915;0.018;289.4823224;1.3125359;11 04 55.163;-58 44 58.68;;;;;0.01;;;;0.862;;;;-0.646;;;;1.508;;;;-0.639;;;;8.2045;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4032;?;27700;;166.2507574;0.011;-47.9719753;0.012;285.1333387;11.1875418;11 05 00.203;-47 58 19.09;10.361;0.04;;;0.22;;;;0.956;;;;-0.469;;;;1.425;;;;-0.466;;;;10.2793;0.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4033;?;27670;;166.2527364;0.16;7.3357979;0.174;246.1360635;57.9352232;11 05 01.031;+07 20 09.67;;;;;0.332;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4034;;27760;;166.2818542;0.011;-67.9815768;0.011;293.1994718;-7.1416837;11 05 07.705;-67 58 53.72;10.194;0.001;;;;;;;;;;;;;;;;;;;;;;;9.4157;0.303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4035;;27750;;166.3551022;0.064;-49.6147281;0.066;285.8731873;9.7130842;11 05 25.277;-49 36 53.03;;;;;;;;;0.969;;;;-0.439;;;;1.408;;;;-0.392;;;;8.2362;0.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4036;?;27763;;166.3869425;0.026;-58.7304889;0.024;289.5495753;1.3625212;11 05 32.894;-58 43 49.88;;;;;0.0;;;;0.89;;;;-0.613;;;;1.503;;;;-0.596;;;;8.9408;0.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4037;;27720;;166.391823;0.016;-25.0192218;0.017;274.5107054;31.9447471;11 05 34.050;-25 01 09.37;;;;;0.411;0.029;;;1.019;;;;-0.34;;;;1.359;;;;-0.202;;;;9.6849;0.095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4038;;27780;;166.4702853;0.01;-57.6537473;0.01;289.1629125;2.3684813;11 05 52.909;-57 39 13.50;10.04;0.032;;;;;;;;;;;;;;;;;;;;;;;9.7235;0.306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4039;*;27790;;166.5241673;0.064;-59.9498647;0.061;290.0965533;0.2704328;11 06 05.829;-59 56 59.47;;;;;-0.137;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
