id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
66;;340;;5.0824431;0.021;-24.7030797;0.019;50.3229444;-82.5983696;00 20 19.828;-24 42 10.86;-21.71;0.121;-13.862;0.071;5.3696;0.0545;-21.772;0.029;-14.214;0.025;5.329;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
67;;330;;5.1150749;0.02;22.4797741;0.018;113.6008056;-39.8300482;00 20 27.605;+22 28 47.23;11.905;0.086;-3.168;0.093;4.4382;0.056;11.72;0.027;-3.887;0.029;4.272;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
68;?;355;;5.2073587;0.017;-0.8711322;0.012;106.0361345;-62.7344947;00 20 49.768;-00 52 15.96;-2.139;0.097;-7.108;0.056;4.1264;0.0479;-1.755;0.023;-7.179;0.016;4.227;0.02;-1.11;1.17;-6.15;0.62;3.19;1.07
69;;350;;5.2550475;0.19;62.7706493;0.157;119.4605625;0.1040956;00 21 01.213;+62 46 14.44;-2.565;0.262;-1.747;0.204;0.1597;0.1646;-3.642;0.238;-1.701;0.211;0.009;0.219;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
70;;360;;5.2882989;0.02;35.8787378;0.015;116.0753375;-26.5894893;00 21 09.225;+35 52 43.71;-25.887;0.076;-19.927;0.06;9.5341;0.0503;-25.992;0.022;-20.04;0.023;9.652;0.026;-26.67;0.47;-20.76;0.34;9.38;0.58
71;;370;;5.4106802;0.018;36.2530271;0.013;116.2391323;-26.2312185;00 21 38.501;+36 15 10.84;42.699;0.082;5.807;0.054;5.231;0.0521;42.519;0.02;5.819;0.02;5.133;0.024;41.54;0.73;5.48;0.54;4.91;0.95
72;;402;;5.4513564;0.018;0.9170969;0.013;107.4792361;-61.0624815;00 21 48.314;+00 55 01.89;8.708;0.117;-20.153;0.067;2.4057;0.0556;8.579;0.024;-20.385;0.019;2.593;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
73;;390;;5.4913567;0.087;42.5094756;0.051;117.1567978;-20.0315451;00 21 57.936;+42 30 34.17;-5.924;0.494;2.465;0.322;4.9748;0.378;-1.28;0.098;-2.418;0.067;0.385;0.119;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
74;;400;A;5.5006512;0.016;27.1860703;0.013;114.9144544;-35.22702;00 22 00.080;+27 11 09.68;54.336;0.081;16.345;0.081;4.4784;0.0676;54.392;0.021;16.405;0.019;4.667;0.021;54.04;1.06;15.72;0.58;4.64;1.06
75;;380;;5.5354384;0.015;66.4608054;0.016;120.0072831;3.7555564;00 22 08.410;+66 27 38.93;27.754;0.056;-5.445;0.051;3.9556;0.0334;27.697;0.02;-5.527;0.021;4.051;0.02;27.59;0.45;-6.55;0.54;5.34;0.6
76;;410;;5.708241;0.022;29.4542382;0.016;115.5052455;-33.0046774;00 22 49.869;+29 27 15.36;81.357;0.09;-9.537;0.087;7.502;0.0609;81.386;0.028;-9.487;0.025;7.663;0.027;80.3;0.48;-8.83;0.38;8.58;0.51
77;;430;;5.7547517;0.017;-60.2840438;0.017;309.3080562;-56.4910019;00 23 01.104;-60 17 02.51;17.281;0.052;0.217;0.043;3.0495;0.0261;17.393;0.023;0.034;0.024;3.116;0.022;17.13;1.14;0.88;1.29;1.85;1.29
78;*;420;;5.8026627;0.033;-31.035757;0.035;358.8935846;-82.7018989;00 23 12.617;-31 02 08.83;22.94;0.196;3.732;0.117;5.6684;0.103;23.876;0.043;3.362;0.042;5.658;0.041;21.88;0.54;2.98;0.46;5.79;0.47
79;;440;;6.0139042;0.016;31.1884734;0.01;116.0768611;-31.3185411;00 24 03.320;+31 11 18.59;14.363;0.143;-4.897;0.071;4.2386;0.0666;13.97;0.03;-5.236;0.016;4.198;0.021;14.18;0.94;-5.6;0.66;5.93;0.84
80;;470;;6.0779208;0.026;-28.9806229;0.026;14.1569951;-83.736352;00 24 18.670;-28 58 50.32;20.879;0.107;3.266;0.094;4.367;0.0666;21.017;0.031;2.801;0.031;4.572;0.032;22.83;0.9;3.15;0.54;5.01;0.69
81;;460;;6.165361;0.104;31.3729963;0.071;116.2535796;-31.1512947;00 24 39.681;+31 22 22.89;8.742;0.252;-15.596;0.185;4.3005;0.13;7.989;0.152;-12.884;0.109;4.782;0.13;8.35;0.43;-11.32;0.33;6.04;0.45
82;;450;;6.2670426;0.041;76.4807908;0.044;121.3490293;13.6901515;00 25 04.067;+76 28 50.84;6.943;0.112;-3.17;0.107;2.2716;0.0659;6.886;0.049;-3.334;0.058;2.271;0.05;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
83;?;490;;6.2768743;0.062;53.0467627;0.073;118.923816;-9.6199538;00 25 06.402;+53 02 48.36;22.037;0.152;-3.483;0.133;5.8393;0.1375;22.171;0.084;-4.328;0.1;5.059;0.142;25.92;0.24;0.7;0.18;6.32;0.33
84;;480;;6.2851909;0.011;63.2044124;0.011;119.9732516;0.4838291;00 25 08.460;+63 12 15.88;-3.836;0.059;-0.145;0.056;0.9171;0.0398;-3.925;0.014;-0.255;0.015;0.905;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
85;;500;A;6.3037548;0.012;41.3443896;0.009;117.6548938;-21.2585167;00 25 12.883;+41 20 39.67;14.952;0.074;6.505;0.063;2.8202;0.0513;14.822;0.013;6.527;0.015;2.873;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
86;?;510;;6.409892;0.008;63.8165027;0.009;120.0903863;1.0871781;00 25 38.356;+63 48 59.36;-1.434;0.051;-1.424;0.04;0.7727;0.0279;-1.433;0.011;-1.463;0.012;0.805;0.011;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
87;?;520;;6.4320706;0.207;-50.8380562;0.233;312.8594626;-65.7917484;00 25 43.445;-50 50 17.13;139.042;0.103;2.847;0.105;9.3788;0.0785;146.19;0.24;7.794;0.304;9.748;0.349;150.32;1.81;13.64;1.73;8.51;1.99
88;?;540;;6.5503475;0.01;-51.6393301;0.011;312.2295616;-65.0309322;00 26 11.998;-51 38 20.95;50.507;0.041;-44.897;0.046;4.6433;0.0343;50.627;0.011;-44.982;0.013;4.705;0.015;49.08;0.91;-45.66;0.73;6.87;1.06
89;;530;;6.5570354;0.016;25.8723872;0.012;115.8598209;-36.6529415;00 26 13.675;+25 52 20.54;10.24;0.072;4.691;0.067;2.8919;0.0557;10.155;0.021;4.588;0.018;2.971;0.021;11.36;1.25;5.45;0.52;2.12;0.95
90;;550;;6.5573388;0.012;-58.7961147;0.012;309.0978412;-58.0293311;00 26 13.870;-58 47 45.69;-56.132;0.047;-19.763;0.046;5.4605;0.0297;-56.005;0.016;-19.895;0.016;5.524;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
91;;590;A;7.0600789;0.018;-65.9122321;0.017;306.6930594;-51.0462755;00 28 14.409;-65 54 43.95;-16.807;0.084;-8.224;0.076;5.6777;0.0427;-16.636;0.023;-8.453;0.02;5.76;0.022;-15.87;0.73;-9.51;0.69;5.92;0.79
92;?;570;;7.0837001;0.053;10.1890041;0.03;113.6182346;-52.2644586;00 28 20.048;+10 11 23.40;40.457;0.097;-180.874;0.065;26.2855;0.059;42.022;0.074;-180.181;0.046;26.253;0.057;33.04;0.3;-203.3;0.2;27.36;0.32
93;*;560;;7.1188869;0.021;32.4376539;0.014;117.3275013;-30.1840947;00 28 28.581;+32 26 15.99;-28.861;0.093;-20.308;0.07;5.3516;0.0704;-28.947;0.032;-20.114;0.026;5.744;0.031;-29.03;0.43;-19.81;0.28;4.51;0.47
94;?;580;A;7.1729029;0.012;37.3035784;0.013;117.9286301;-25.347096;00 28 40.858;+37 18 14.55;4.146;0.057;-0.246;0.086;1.0282;0.0426;4.076;0.014;-0.469;0.015;1.112;0.019;5.97;1.37;-6.81;1.57;4.15;1.49
95;;600;;7.285929;0.095;11.3201385;0.059;114.1951317;-51.1730265;00 29 08.612;+11 19 12.64;10.812;0.158;0.991;0.097;7.5606;0.0806;11.471;0.134;3.265;0.124;8.018;0.107;10.9;0.85;2.89;0.52;8.66;0.81
96;?;610;;7.4266739;0.009;65.398464;0.01;120.6706483;2.6221704;00 29 42.409;+65 23 54.48;-4.472;0.048;-2.973;0.041;1.4925;0.032;-4.597;0.013;-3.162;0.013;1.497;0.013;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
97;?;630;;7.4908156;0.054;-30.2312374;0.036;358.2878113;-84.3609633;00 29 57.801;-30 13 52.45;-2.811;0.106;2.806;0.07;3.0749;0.0782;-4.79;0.066;3.165;0.07;3.511;0.073;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
98;?;620;;7.530908;0.077;29.7513059;0.035;117.4219743;-32.892308;00 30 07.349;+29 45 05.82;44.983;0.344;-55.668;0.176;16.354;0.1741;42.976;0.114;-56.675;0.055;16.096;0.088;43.31;0.48;-56.66;0.3;15.93;0.43
99;;640;;7.7051159;0.056;66.1310344;0.065;120.8450261;3.3428611;00 30 49.249;+66 07 51.75;-2.876;0.113;-5.189;0.112;1.7224;0.0773;-4.081;0.072;-5.411;0.091;1.76;0.077;-6.35;1.04;-6.78;1.08;2.44;1.17
100;;690;;7.8940216;0.088;-61.3469955;0.086;307.1467526;-55.6184168;00 31 34.610;-61 20 48.49;-19.116;0.177;-48.246;0.145;5.6155;0.0888;-18.145;0.126;-46.638;0.119;5.617;0.104;-17.77;1.02;-44.83;0.96;7.96;1.0
101;;650;;7.919695;0.016;31.7607518;0.013;118.0360306;-30.9230928;00 31 40.697;+31 45 38.84;25.379;0.105;-5.515;0.12;3.7032;0.0626;25.157;0.027;-5.567;0.016;3.703;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
102;?;660;;7.9920624;0.015;35.9542598;0.014;118.5205252;-26.7506665;00 31 58.043;+35 57 15.36;37.515;0.089;-2.583;0.137;2.7445;0.0601;37.16;0.017;-3.033;0.017;2.647;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
103;;670;;8.0372595;0.06;43.7115968;0.051;119.2467641;-19.0220917;00 32 08.957;+43 42 41.89;-4.641;0.121;-4.345;0.14;2.1594;0.1086;-4.379;0.065;-6.27;0.064;1.955;0.08;-4.71;0.63;-5.35;0.66;2.75;1.08
104;?;780;;8.0399883;0.027;-75.2551409;0.024;304.5759383;-41.8115142;00 32 09.538;-75 15 18.71;10.085;0.076;11.108;0.071;2.4593;0.0467;9.882;0.038;11.415;0.031;2.402;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
105;?;720;;8.0645666;0.104;6.9238253;0.063;114.4788975;-55.6328211;00 32 15.495;+06 55 25.87;-4.401;0.173;-6.041;0.083;2.7663;0.0741;-5.412;0.141;-4.188;0.093;3.293;0.117;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
106;;680;;8.0993312;0.012;53.9444818;0.015;120.0988049;-8.8224947;00 32 23.818;+53 56 40.13;12.293;0.041;1.082;0.039;1.8734;0.0401;12.741;0.015;0.924;0.019;1.953;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
107;/;710;;8.1118251;0.43;43.4947529;0.271;119.285704;-19.2425081;00 32 26.804;+43 29 41.24;30.335;1.718;-5.026;1.423;8.4749;1.0678;20.911;0.471;-9.845;0.294;3.009;0.41;20.19;0.31;-9.99;0.29;4.53;0.46
108;;700;;8.1402627;0.017;55.2146879;0.02;120.2180548;-7.557562;00 32 33.670;+55 12 53.01;-6.561;0.055;-10.418;0.056;2.9634;0.0492;-7.047;0.022;-10.487;0.026;3.024;0.03;-6.84;0.77;-8.87;0.62;2.81;0.97
109;?;740;;8.1799104;4.964;38.8436698;4.499;118.9470937;-23.8832091;00 32 43.196;+38 50 37.69;-14.668;1.282;-22.853;0.935;2.734;0.7036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-17.2;0.6;-23.27;0.43;4.75;0.76
110;;760;;8.1836958;0.031;-13.4870502;0.025;104.2448663;-75.6758194;00 32 44.091;-13 29 13.48;3.808;0.184;4.952;0.082;3.0341;0.0798;3.882;0.047;4.867;0.039;3.166;0.038;5.31;0.99;4.42;0.67;3.88;0.84
111;?;730;;8.2226447;0.013;57.1848693;0.015;120.408986;-5.5959962;00 32 53.398;+57 11 05.50;21.391;0.06;-1.098;0.053;6.1994;0.0497;21.223;0.016;-1.272;0.018;6.196;0.02;22.63;0.89;-1.01;0.6;6.04;0.97
112;?;810;;8.3483488;0.022;-71.2662996;0.021;305.0080116;-45.7891428;00 33 23.352;-71 15 58.45;73.596;0.086;-12.372;0.067;7.162;0.0476;73.615;0.031;-12.377;0.03;7.142;0.026;73.4;0.19;-13.42;0.25;7.69;0.22
113;;770;;8.3544564;0.017;52.3503579;0.016;120.135708;-10.423529;00 33 25.082;+52 21 01.27;-5.337;0.065;0.335;0.045;1.1791;0.0528;-5.247;0.023;0.221;0.021;1.299;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
114;;790;;8.3713499;0.089;-0.6089134;0.056;112.9612965;-63.1325973;00 33 29.135;-00 36 31.67;-15.061;0.247;-25.136;0.179;6.9425;0.1107;-12.236;0.119;-23.78;0.084;6.37;0.098;-14.32;0.83;-24.49;0.59;7.79;0.78
115;;750;;8.4996544;0.011;76.7490738;0.011;121.9033145;13.9121658;00 33 59.946;+76 44 56.68;-8.956;0.076;-1.26;0.058;1.8288;0.0378;-9.184;0.013;-1.446;0.016;1.899;0.012;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
116;;820;;8.6152186;0.015;-36.6302138;0.014;322.6090175;-79.8407398;00 34 27.639;-36 37 49.02;7.322;0.092;10.609;0.068;3.0455;0.0734;7.316;0.015;10.523;0.021;3.078;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
117;;800;;8.7702433;0.018;77.5008093;0.017;122.0178676;14.6580983;00 35 04.832;+77 30 03.10;2.426;0.057;-12.786;0.043;5.2212;0.029;2.272;0.022;-12.963;0.023;5.299;0.02;1.28;0.8;-13.16;0.63;5.89;0.7
118;;830;;8.856686;0.009;60.4424058;0.01;120.9568775;-2.3679296;00 35 25.611;+60 26 32.72;-3.607;0.049;-2.972;0.043;2.6927;0.0316;-3.616;0.012;-3.078;0.013;2.765;0.013;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
119;?;840;;8.8849924;0.01;62.5484623;0.011;121.1008259;-0.2667518;00 35 32.388;+62 32 54.48;3.262;0.043;-0.479;0.045;1.2896;0.0303;3.193;0.012;-0.815;0.015;1.375;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
120;;850;;8.8925724;0.013;57.2076643;0.015;120.77438;-5.5975985;00 35 34.220;+57 12 27.70;-1.459;0.056;-1.034;0.055;1.4326;0.0478;-1.486;0.015;-1.129;0.018;1.505;0.02;-1.08;1.04;-0.39;0.86;2.26;1.29
121;;870;A;8.9147313;0.563;34.4795614;0.374;119.2398217;-28.2790459;00 35 39.498;+34 28 46.42;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;29.623;0.581;-8.278;0.432;4.169;0.631;27.8;0.85;-5.47;0.48;6.17;0.72
122;;860;;8.9486731;0.017;55.707233;0.022;120.7126426;-7.097095;00 35 47.672;+55 42 26.10;10.236;0.054;0.802;0.058;2.739;0.0508;10.046;0.022;0.638;0.026;2.749;0.033;10.52;0.69;1.24;0.57;4.06;0.81
123;;890;;8.9998891;0.018;-18.7639812;0.016;99.1293186;-80.913857;00 35 59.989;-18 45 50.16;-14.07;0.101;-7.626;0.07;3.8165;0.0665;-14.017;0.023;-7.717;0.02;3.95;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
124;;910;;9.028224;0.03;-22.8425645;0.017;83.0869899;-84.4848644;00 36 06.868;-22 50 32.28;-72.668;0.147;-51.583;0.069;19.6916;0.0856;-72.025;0.033;-51.546;0.03;19.751;0.04;-71.84;0.34;-51.37;0.3;20.46;0.35
125;;900;;9.0838341;0.191;27.254713;0.119;118.8087009;-35.4960973;00 36 20.100;+27 15 17.02;17.062;0.276;-10.589;0.254;4.7013;0.2543;18.589;0.265;-10.879;0.135;4.529;0.272;15.96;0.85;-11.11;0.53;4.59;0.65
126;;880;;9.088236;0.036;58.1054203;0.043;120.933646;-4.7077889;00 36 21.171;+58 06 19.55;0.415;0.115;-2.313;0.129;1.4492;0.0912;0.834;0.047;-3.494;0.056;1.138;0.057;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
127;;920;;9.2216533;0.019;33.709424;0.018;119.46999;-29.0644942;00 36 53.172;+33 42 34.06;13.657;0.092;-2.508;0.098;5.6538;0.0556;13.477;0.024;-2.304;0.021;5.739;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
128;;980;;9.3476279;0.018;-75.6067283;0.017;304.0966591;-41.4897376;00 37 23.365;-75 36 24.60;7.58;0.062;16.596;0.054;6.1146;0.0323;7.596;0.023;16.454;0.023;6.155;0.02;8.32;0.43;18.1;0.69;5.68;0.55
129;;930;;9.3734809;0.013;21.9199133;0.009;118.6561333;-40.8360428;00 37 29.609;+21 55 11.60;17.221;0.064;11.988;0.05;3.28;0.0441;17.329;0.018;12.005;0.015;3.344;0.016;17.23;1.02;12.51;0.69;5.26;0.92
130;*;940;;9.5320653;0.016;51.4582172;0.013;120.8179452;-11.3588937;00 38 07.683;+51 27 29.67;1.153;0.118;-2.544;0.075;1.8749;0.0882;0.976;0.022;-2.693;0.021;1.751;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
131;?;950;;9.5844347;0.042;-14.9983838;0.035;108.1690674;-77.4930697;00 38 20.254;-14 59 54.16;4.126;0.199;-1.04;0.11;0.1708;0.0936;4.293;0.06;-1.026;0.056;0.18;0.049;9.45;2.44;-0.79;1.31;2.96;1.95
132;?;960;;9.6039549;0.023;-24.6630348;0.013;72.3002869;-86.172269;00 38 24.900;-24 39 46.83;36.413;0.078;-2.75;0.047;4.4154;0.0523;36.653;0.027;-2.723;0.022;4.467;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
133;*;970;;9.6327956;0.039;-20.2965514;0.023;98.8785321;-82.5580158;00 38 31.856;-20 17 47.63;21.139;0.103;6.855;0.055;4.2553;0.064;21.34;0.053;6.638;0.043;4.376;0.047;22.24;0.38;7.68;0.25;3.97;0.39
134;;1000;;9.6688902;0.261;-73.13759;0.229;304.217079;-43.9587996;00 38 40.624;-73 08 15.68;-17.419;0.382;8.644;0.332;9.2468;0.221;-22.658;0.371;5.354;0.347;8.693;0.275;-22.18;0.71;5.49;0.76;8.57;0.68
135;;985;;9.7900224;0.017;-3.9926747;0.014;115.1771991;-66.6793841;00 39 09.572;-03 59 33.64;31.678;0.135;-1.809;0.071;4.2961;0.056;31.539;0.028;-1.867;0.026;4.462;0.022;32.31;1.18;-3.01;0.77;5.48;1.18
136;;1100;;9.8141098;0.019;-83.0329479;0.018;303.3777358;-34.0847546;00 39 15.385;-83 01 58.46;5.225;0.072;-5.422;0.064;2.7476;0.0412;5.346;0.024;-5.731;0.022;2.771;0.021;5.28;0.56;-6.19;0.52;2.62;0.53
137;;1030;;9.8842204;0.013;-69.724693;0.013;304.4537064;-47.3683766;00 39 32.195;-69 43 28.84;5.515;0.068;-2.743;0.051;1.4057;0.0309;5.432;0.018;-2.752;0.019;1.439;0.015;7.86;1.12;-1.62;1.34;2.6;1.31
138;?;1010;;10.0495658;0.01;-36.0674833;0.012;317.1993158;-80.7472823;00 40 11.889;-36 04 03.39;4.415;0.056;17.844;0.043;2.7494;0.0369;4.555;0.01;17.741;0.018;2.791;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
139;?;990;A;10.0542864;0.064;47.2558276;0.054;120.9558016;-15.5728645;00 40 12.994;+47 15 20.94;5.635;1.854;-3.654;1.476;5.3516;0.8784;15.799;0.076;-3.829;0.065;3.549;0.086;20.07;1.34;-2.29;0.79;4.06;1.38
140;;1020;;10.272959;0.016;57.1716148;0.019;121.5231414;-5.6718323;00 41 05.416;+57 10 17.53;40.067;0.058;8.996;0.058;6.9764;0.0477;39.993;0.022;8.768;0.027;7.004;0.027;39.78;0.55;8.47;0.45;7.6;0.68
141;*;1050;;10.3264009;0.034;-19.8626633;0.016;104.6811231;-82.372818;00 41 18.314;-19 51 45.86;22.715;0.234;15.861;0.089;1.1154;0.0891;22.724;0.047;15.771;0.034;1.177;0.036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
142;*;1040;A;10.4006729;0.107;24.6289541;0.054;120.0878947;-38.1884784;00 41 36.025;+24 37 44.52;106.272;0.499;-12.324;0.306;8.0963;0.263;105.436;0.14;-13.372;0.077;8.321;0.122;104.84;0.36;-22.78;0.24;7.89;0.4
143;*;1090;A;10.4440501;0.028;-56.501063;0.03;305.6457947;-60.5762469;00 41 46.399;-56 30 04.83;90.349;0.12;56.791;0.134;14.6127;0.0903;90.41;0.035;56.986;0.038;14.77;0.041;90.79;0.26;57.19;0.26;14.92;0.35
144;;1070;;10.5342729;0.021;-15.3605824;0.012;112.0540536;-78.0354436;00 42 08.209;-15 21 37.93;13.021;0.098;-5.815;0.047;2.1486;0.0467;12.24;0.04;-6.492;0.04;2.002;0.028;10.33;1.59;-8.24;1.01;3.81;1.53
145;;1080;;10.6208528;0.037;27.6428695;0.018;120.5053415;-35.186687;00 42 28.955;+27 38 34.39;29.909;0.085;-9.419;0.07;4.6989;0.0635;29.761;0.053;-9.542;0.025;4.68;0.039;28.36;0.57;-9.49;0.35;5.68;0.54
146;?;1103;;10.636767;0.026;5.6753412;0.014;118.8546211;-57.1260063;00 42 32.810;+05 40 31.19;13.139;0.147;-3.268;0.081;2.9468;0.0698;13.236;0.039;-3.341;0.026;3.055;0.029;12.35;0.59;-3.45;0.5;2.38;0.61
147;;1060;A;10.6671274;0.023;71.3658663;0.023;122.2237744;8.506175;00 42 40.044;+71 21 57.21;19.373;0.057;-6.015;0.052;3.5358;0.0338;19.254;0.029;-6.059;0.032;3.671;0.028;17.83;0.82;-5.67;0.79;3.61;0.71
148;;1110;;10.75034;0.015;27.1141006;0.009;120.6194753;-35.7197665;00 43 00.026;+27 06 51.03;46.107;0.073;-15.195;0.055;3.6445;0.0417;45.997;0.018;-15.222;0.013;3.734;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
149;?;1130;;10.8384262;0.093;-57.4630118;0.094;305.0820932;-59.6314749;00 43 21.233;-57 27 47.01;4.192;0.577;12.074;0.564;13.1257;0.3407;6.136;0.131;11.628;0.114;12.461;0.123;-5.07;0.34;16.51;0.31;13.24;0.34
150;?;1120;;10.8667968;0.101;47.0243818;0.077;121.5201595;-15.825518;00 43 28.058;+47 01 28.40;-23.986;0.368;-37.646;0.35;18.5596;0.2161;-24.57;0.109;-36.886;0.084;18.629;0.114;-23.71;0.23;-36.84;0.18;18.63;0.32
151;;1123;;10.9887006;0.017;60.0146373;0.02;121.9959163;-2.8435122;00 43 57.279;+60 00 52.56;0.678;0.069;-0.123;0.064;0.9052;0.042;0.565;0.023;-0.037;0.027;0.99;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
152;;1143;;11.0565683;0.023;-7.8879326;0.012;117.5258583;-70.6839473;00 44 13.568;-07 53 16.50;4.413;0.135;-0.879;0.062;4.5374;0.0576;4.43;0.04;-0.928;0.029;4.607;0.027;3.59;0.89;-1.38;0.48;3.8;0.74
153;?;1150;;11.3213236;0.026;55.2213725;0.034;122.0467578;-7.6398027;00 45 17.179;+55 13 16.99;-29.662;0.142;-5.564;0.134;9.0713;0.1333;-29.935;0.037;-5.616;0.047;9.234;0.059;-29.07;0.28;-4.91;0.24;10.12;0.35
154;?;1160;;11.3834771;0.032;-28.6849359;0.025;342.5488382;-87.9691343;00 45 32.021;-28 41 05.65;8.845;0.119;-1.105;0.089;1.7755;0.1219;9.056;0.041;-1.173;0.039;1.911;0.038;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
155;;1140;A;11.4125564;0.039;74.9879687;0.045;122.5486279;12.1205261;00 45 39.078;+74 59 17.10;-14.708;0.167;-23.07;0.131;10.4729;0.0939;-15.306;0.045;-22.936;0.054;10.653;0.051;-15.07;0.24;-22.17;0.2;10.75;0.23
156;*;1170;;11.5452118;0.041;44.8614742;0.033;121.9524437;-18.0002776;00 46 10.815;+44 51 41.41;26.683;0.166;-5.516;0.364;6.1573;0.1446;25.806;0.043;-5.78;0.04;6.05;0.048;17.74;0.29;-3.12;0.24;7.63;0.4
157;;1180;;11.6297042;0.014;57.5286791;0.016;122.2688429;-5.3367376;00 46 31.181;+57 31 43.46;-17.99;0.138;1.99;0.126;3.2709;0.1028;-17.54;0.017;1.53;0.021;3.175;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
158;;1190;;11.7063136;0.011;63.3582324;0.011;122.4148366;0.4911136;00 46 49.440;+63 21 29.97;29.973;0.054;-22.555;0.053;4.1312;0.0373;30.029;0.013;-22.616;0.015;4.169;0.014;30.75;0.87;-23.57;0.94;3.89;1.09
159;;1225;;11.7495369;0.019;-24.2168246;0.016;103.7260817;-86.9215625;00 46 59.846;-24 13 00.19;33.843;0.066;-27.225;0.044;6.4113;0.0448;34.104;0.025;-27.276;0.025;6.42;0.025;34.52;0.79;-27.46;0.52;6.16;0.66
160;;1210;;11.7972827;0.02;50.6546153;0.021;122.2429266;-12.2114506;00 47 11.329;+50 39 16.68;7.423;0.137;-2.784;0.106;2.0645;0.088;7.491;0.031;-2.856;0.026;2.179;0.036;8.07;0.83;-3.0;0.53;1.99;0.84
161;;1220;;11.8329065;0.019;45.2948544;0.016;122.1744452;-17.5708562;00 47 19.909;+45 17 41.55;-7.315;0.116;-6.106;0.15;1.8231;0.0861;-7.461;0.021;-6.363;0.018;1.746;0.024;-5.13;0.63;-5.12;0.53;3.91;0.83
162;;1230;;11.9114825;0.045;-4.4976298;0.02;120.4770412;-67.3513035;00 47 38.735;-04 29 51.61;19.591;0.089;2.541;0.061;3.253;0.0453;19.653;0.063;2.846;0.046;2.97;0.04;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
163;?;1200;;11.9421489;0.05;74.8475362;0.046;122.6868136;11.9775325;00 47 46.020;+74 50 51.21;15.441;0.215;-7.788;0.163;4.3556;0.1084;15.153;0.064;-7.549;0.065;4.15;0.057;15.31;0.22;-6.66;0.19;4.23;0.22
164;;1233;;12.0399653;0.049;-3.3068234;0.032;120.9069104;-66.1656837;00 48 09.561;-03 18 24.56;28.74;0.11;-1.474;0.069;2.3166;0.0555;30.229;0.073;-0.426;0.067;2.257;0.062;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
165;;1236;;12.4451348;0.016;52.8689274;0.014;122.6779459;-10.0020053;00 49 46.821;+52 52 08.21;3.997;0.097;-6.095;0.082;2.2141;0.0643;4.158;0.022;-6.125;0.017;2.361;0.023;3.49;0.96;-5.46;0.84;1.76;1.26
